employee_id,employee_code,first_name,last_name,email,department_id,company_id,position,hire_date,termination_date,base_salary,is_active
10017,EMP-10017,Mary,Allen,ashley.morris@company.com,13,1,Junior,17-01-2015 00:00,,32091.67,TRUE
10018,EMP-10018,Debra,Kim,brenda.martinez@company.com,19,2,Manager,18-01-2015 00:00,,118067.44,TRUE
10019,EMP-10019,Sandra,Robinson,maria.bailey@company.com,3,2,Junior,19-01-2015 00:00,,38829.76,TRUE
10020,EMP-10020,Donna,Allen,rebecca.phillips@company.com,8,2,Senior,20-01-2015 00:00,,105493.63,TRUE
10021,EMP-10021,Mary,Kim,karen.young@company.com,12,1,Junior,21-01-2015 00:00,,125161.24,TRUE
10022,EMP-10022,Amy,Sanchez,susan.roberts@company.com,2,2,Senior,22-01-2015 00:00,,45917.26,TRUE
10023,EMP-10023,Cynthia,Perez,margaret.evans@company.com,11,1,Junior,23-01-2015 00:00,,92236.64,TRUE
10024,EMP-10024,Christopher,Rogers,lisa.ward@company.com,12,1,Junior,24-01-2015 00:00,,123488.1,TRUE
10025,EMP-10025,Steven,Nguyen,nancy.robinson@company.com,18,2,Senior,25-01-2015 00:00,,61276.01,TRUE
10026,EMP-10026,Pamela,Hughes,gary.brown@company.com,13,2,Director,26-01-2015 00:00,,49549.99,TRUE
10027,EMP-10027,Laura,Rivera,scott.collins@company.com,5,2,Junior,27-01-2015 00:00,,70418.29,TRUE
10028,EMP-10028,Nancy,Anderson,gregory.davis@company.com,12,2,Senior,28-01-2015 00:00,,96563.9,TRUE
10029,EMP-10029,Alexander,Ross,samantha.lopez@company.com,2,2,Manager,29-01-2015 00:00,,99033.55,TRUE
10030,EMP-10030,Edward,Baker,donald.cox@company.com,5,1,Senior,30-01-2015 00:00,,45705.16,TRUE
10031,EMP-10031,Patrick,Carter,kimberly.brooks@company.com,7,1,Manager,31-01-2015 00:00,,84908.26,TRUE
10032,EMP-10032,Ryan,Howard,ruth.howard@company.com,12,1,Junior,01-02-2015 00:00,,62193.86,TRUE
10033,EMP-10033,Dorothy,Stewart,pamela.carter@company.com,16,2,VP,02-02-2015 00:00,,131042.91,TRUE
10034,EMP-10034,Catherine,Gutierrez,brandon.cruz@company.com,8,1,Senior,03-02-2015 00:00,,67629.02,TRUE
10035,EMP-10035,Cynthia,Garcia,jack.castillo@company.com,9,2,Senior,04-02-2015 00:00,,130644.54,TRUE
10036,EMP-10036,Emma,Rodriguez,betty.moore@company.com,15,2,Director,05-02-2015 00:00,,81427.75,TRUE
10037,EMP-10037,Joseph,Garcia,janet.bennett@company.com,5,1,Senior,06-02-2015 00:00,,117190.29,TRUE
10038,EMP-10038,Kathleen,Reed,donna.watson@company.com,13,1,Senior,07-02-2015 00:00,,91207.23,TRUE
10039,EMP-10039,Kathleen,Patel,gregory.mendoza@company.com,5,2,Manager,08-02-2015 00:00,,104635.51,TRUE
10040,EMP-10040,George,Young,deborah.davis@company.com,11,1,Senior,09-02-2015 00:00,,77442.78,TRUE
10041,EMP-10041,Kathleen,Green,kenneth.garcia@company.com,10,2,Junior,10-02-2015 00:00,,122184.81,TRUE
10042,EMP-10042,Ronald,Ramos,jonathan.baker@company.com,20,1,Manager,11-02-2015 00:00,,81022.73,TRUE
10043,EMP-10043,Jason,Davis,amy.lewis@company.com,13,1,Junior,12-02-2015 00:00,,84895.4,TRUE
10044,EMP-10044,Amy,Bailey,margaret.hernandez@company.com,9,1,Manager,13-02-2015 00:00,,92121.44,TRUE
10045,EMP-10045,John,Roberts,nicholas.jackson@company.com,14,1,VP,14-02-2015 00:00,,129818.89,TRUE
10046,EMP-10046,Ronald,Alvarez,william.clark@company.com,18,1,Senior,15-02-2015 00:00,,109125.47,TRUE
10047,EMP-10047,Michael,Morris,kimberly.baker@company.com,15,2,Senior,16-02-2015 00:00,,71899.25,TRUE
10048,EMP-10048,Christopher,Wood,angela.jimenez@company.com,10,1,Junior,17-02-2015 00:00,,110438.36,TRUE
10049,EMP-10049,Larry,Morris,samantha.anderson@company.com,7,1,Junior,18-02-2015 00:00,,107091.19,TRUE
10050,EMP-10050,Joshua,Miller,ronald.gonzalez@company.com,8,1,Director,19-02-2015 00:00,,141722.31,TRUE
10051,EMP-10051,Sarah,Howard,samuel.carter@company.com,3,2,Junior,20-02-2015 00:00,,130969.97,TRUE
10052,EMP-10052,Patricia,Wood,helen.parker@company.com,15,2,Senior,21-02-2015 00:00,,107693.63,TRUE
10053,EMP-10053,Alexander,Richardson,pamela.gomez@company.com,16,2,Manager,22-02-2015 00:00,,70980.85,TRUE
10054,EMP-10054,Cynthia,Brown,andrew.taylor@company.com,4,2,Director,23-02-2015 00:00,,123549.17,TRUE
10055,EMP-10055,Susan,Garcia,laura.gray@company.com,6,2,Senior,24-02-2015 00:00,,99025,TRUE
10056,EMP-10056,William,Edwards,rachel.lewis@company.com,1,1,Senior,25-02-2015 00:00,,148232.4,TRUE
10057,EMP-10057,Rachel,Perez,steven.reyes@company.com,4,1,Manager,26-02-2015 00:00,,59700.74,TRUE
10058,EMP-10058,Timothy,Sanchez,patrick.ruiz@company.com,11,1,VP,27-02-2015 00:00,,39558.7,TRUE
10059,EMP-10059,Mary,Williams,jason.martinez@company.com,12,2,Senior,28-02-2015 00:00,,38387.02,TRUE
10060,EMP-10060,Katherine,Green,george.thompson@company.com,5,2,Senior,01-03-2015 00:00,,106803.65,TRUE
10061,EMP-10061,Catherine,Reyes,raymond.lee@company.com,16,1,Junior,02-03-2015 00:00,,142711.23,TRUE
10062,EMP-10062,Cynthia,Wilson,richard.allen@company.com,13,2,Junior,03-03-2015 00:00,,30231.83,TRUE
10063,EMP-10063,Stephen,Howard,lisa.hernandez@company.com,13,2,Senior,04-03-2015 00:00,,117092.53,TRUE
10064,EMP-10064,Carol,Brooks,thomas.ortiz@company.com,17,2,Director,05-03-2015 00:00,,108847.82,TRUE
10065,EMP-10065,Linda,Lopez,george.harris@company.com,7,1,Director,06-03-2015 00:00,,117876.5,TRUE
10066,EMP-10066,George,Gray,carolyn.reed@company.com,8,1,VP,07-03-2015 00:00,,72648.65,TRUE
10067,EMP-10067,Paul,Lopez,christopher.wood@company.com,13,2,Senior,08-03-2015 00:00,,128459.57,TRUE
10068,EMP-10068,Nicole,Gonzalez,samuel.chavez@company.com,16,2,Manager,09-03-2015 00:00,,35364.83,TRUE
10069,EMP-10069,Benjamin,Harris,barbara.torres@company.com,4,2,Manager,10-03-2015 00:00,,120651.73,TRUE
10070,EMP-10070,Emily,Hall,dorothy.taylor@company.com,8,2,Senior,11-03-2015 00:00,,62048.63,TRUE
10071,EMP-10071,Deborah,Jackson,melissa.ramirez@company.com,16,1,Senior,12-03-2015 00:00,,87220.53,TRUE
10072,EMP-10072,Patricia,Diaz,kenneth.foster@company.com,10,2,Senior,13-03-2015 00:00,,128716.35,TRUE
10073,EMP-10073,Mary,Jimenez,george.moore@company.com,12,1,Director,14-03-2015 00:00,,62563.08,TRUE
10074,EMP-10074,Jennifer,Hall,nicole.foster@company.com,12,1,Junior,15-03-2015 00:00,,52224.9,TRUE
10075,EMP-10075,Rebecca,Davis,stephen.gonzalez@company.com,5,1,Director,16-03-2015 00:00,,111757.58,TRUE
10076,EMP-10076,Patricia,Castillo,samantha.gonzalez@company.com,16,2,Junior,17-03-2015 00:00,,94007.39,TRUE
10077,EMP-10077,Rebecca,Evans,maria.walker@company.com,1,1,Manager,18-03-2015 00:00,,91728.46,TRUE
10078,EMP-10078,Frank,Diaz,mary.thomas@company.com,9,1,Senior,19-03-2015 00:00,,60812.34,TRUE
10079,EMP-10079,Gary,Young,william.reed@company.com,12,2,Manager,20-03-2015 00:00,,34185.64,TRUE
10080,EMP-10080,Sarah,Gomez,donna.howard@company.com,5,2,Senior,21-03-2015 00:00,,79232.3,TRUE
10081,EMP-10081,Rachel,Baker,rebecca.parker@company.com,20,2,Director,22-03-2015 00:00,,42787.14,TRUE
10082,EMP-10082,Carol,Brooks,christine.long@company.com,3,1,Senior,23-03-2015 00:00,,138718.7,TRUE
10083,EMP-10083,Kimberly,Cooper,maria.gray@company.com,5,2,Junior,24-03-2015 00:00,,34950.04,TRUE
10084,EMP-10084,Brenda,Moore,brian.king@company.com,2,1,Senior,25-03-2015 00:00,,81798.1,TRUE
10085,EMP-10085,Kathleen,Chavez,william.mendoza@company.com,14,1,Junior,26-03-2015 00:00,,36269.47,TRUE
10086,EMP-10086,Maria,Perez,linda.miller@company.com,2,2,Junior,27-03-2015 00:00,,41465.26,TRUE
10087,EMP-10087,Susan,Torres,emily.moore@company.com,13,1,Senior,28-03-2015 00:00,,109064,TRUE
10088,EMP-10088,Jack,Myers,john.ramirez@company.com,7,1,Director,29-03-2015 00:00,,107653.35,TRUE
10089,EMP-10089,Melissa,Parker,helen.baker@company.com,10,1,Senior,30-03-2015 00:00,,33966.26,TRUE
10090,EMP-10090,Joseph,Collins,christopher.ramirez@company.com,13,1,Manager,31-03-2015 00:00,,30135.78,TRUE
10091,EMP-10091,Anna,Williams,rebecca.turner@company.com,16,2,Senior,01-04-2015 00:00,,39458.17,TRUE
10092,EMP-10092,Nicole,Ramirez,nicholas.jimenez@company.com,14,1,Junior,02-04-2015 00:00,,121559.87,TRUE
10093,EMP-10093,Gregory,Kelly,christopher.foster@company.com,11,2,VP,03-04-2015 00:00,,100149.18,TRUE
10094,EMP-10094,Kathleen,Wright,richard.cruz@company.com,10,1,Senior,04-04-2015 00:00,,34574.19,TRUE
10095,EMP-10095,Michelle,Stewart,edward.turner@company.com,6,1,Director,05-04-2015 00:00,,88571.64,TRUE
10096,EMP-10096,Raymond,Castillo,elizabeth.evans@company.com,4,2,Junior,06-04-2015 00:00,,115443.52,TRUE
10097,EMP-10097,Emma,Turner,carol.campbell@company.com,1,1,Junior,07-04-2015 00:00,,134274.17,TRUE
10098,EMP-10098,Samantha,Morales,timothy.kelly@company.com,7,1,Director,08-04-2015 00:00,,142084.38,TRUE
10099,EMP-10099,Timothy,Ward,amanda.gonzalez@company.com,9,1,Manager,09-04-2015 00:00,,69292.87,TRUE
10100,EMP-10100,Lisa,Long,andrew.white@company.com,8,1,Junior,10-04-2015 00:00,,46299.89,TRUE
10101,EMP-10101,Betty,Miller,mary.bennett@company.com,5,1,Junior,11-04-2015 00:00,,58431.11,TRUE
10102,EMP-10102,Alexander,Ramos,benjamin.jimenez@company.com,19,1,Manager,12-04-2015 00:00,,123140.58,TRUE
10103,EMP-10103,Cynthia,Carter,susan.martinez@company.com,10,2,Senior,13-04-2015 00:00,,146578.11,TRUE
10104,EMP-10104,Kenneth,Sanders,paul.harris@company.com,11,2,Manager,14-04-2015 00:00,,85967.23,TRUE
10105,EMP-10105,Mark,James,john.taylor@company.com,15,2,Senior,15-04-2015 00:00,,66642.39,TRUE
10106,EMP-10106,Joseph,Walker,barbara.turner@company.com,6,1,Senior,16-04-2015 00:00,,81502.87,TRUE
10107,EMP-10107,Brian,Edwards,lisa.lewis@company.com,15,1,Executive,17-04-2015 00:00,,66577.58,TRUE
10108,EMP-10108,Nicholas,Stewart,kevin.harris@company.com,5,1,Junior,18-04-2015 00:00,,60778.5,TRUE
10109,EMP-10109,Alexander,White,maria.reyes@company.com,19,2,Senior,19-04-2015 00:00,,101250.09,TRUE
10110,EMP-10110,Stephen,Martin,rachel.cook@company.com,19,1,Manager,20-04-2015 00:00,,31888.32,TRUE
10111,EMP-10111,William,Torres,katherine.ramirez@company.com,10,2,Junior,21-04-2015 00:00,,61146.27,TRUE
10112,EMP-10112,Debra,Brown,jessica.campbell@company.com,12,1,Senior,22-04-2015 00:00,,109365.85,TRUE
10113,EMP-10113,James,Alvarez,benjamin.alvarez@company.com,4,1,Senior,23-04-2015 00:00,,33847.52,TRUE
10114,EMP-10114,Linda,Martin,laura.ramos@company.com,18,1,Senior,24-04-2015 00:00,,39984.22,TRUE
10115,EMP-10115,Debra,Reyes,anthony.evans@company.com,16,2,Senior,25-04-2015 00:00,,65207.54,TRUE
10116,EMP-10116,Gary,White,dorothy.collins@company.com,8,1,Senior,26-04-2015 00:00,,135336.58,TRUE
10117,EMP-10117,David,Roberts,george.sanders@company.com,4,2,Senior,27-04-2015 00:00,,121786.34,TRUE
10118,EMP-10118,Benjamin,Carter,kimberly.torres@company.com,12,1,Senior,28-04-2015 00:00,,32658.8,TRUE
10119,EMP-10119,Linda,Gomez,jennifer.miller@company.com,2,1,Manager,29-04-2015 00:00,,90205.54,TRUE
10120,EMP-10120,Paul,Myers,janet.myers@company.com,4,2,Junior,30-04-2015 00:00,,62962.5,TRUE
10121,EMP-10121,Paul,Scott,matthew.allen@company.com,5,1,Senior,01-05-2015 00:00,,107837.48,TRUE
10122,EMP-10122,Steven,Ross,jason.edwards@company.com,3,1,VP,02-05-2015 00:00,,116586.47,TRUE
10123,EMP-10123,Robert,Jimenez,michael.cruz@company.com,9,1,Senior,03-05-2015 00:00,,133543.51,TRUE
10124,EMP-10124,Kenneth,Rogers,barbara.thomas@company.com,18,1,Manager,04-05-2015 00:00,,87049.95,TRUE
10125,EMP-10125,Margaret,Ward,emma.nelson@company.com,11,2,Senior,05-05-2015 00:00,,149334.01,TRUE
10126,EMP-10126,Michael,King,maria.kim@company.com,3,2,Director,06-05-2015 00:00,,147598.33,TRUE
10127,EMP-10127,Larry,Scott,michael.jimenez@company.com,2,1,Director,07-05-2015 00:00,,135860.01,TRUE
10128,EMP-10128,Anna,Garcia,ronald.reed@company.com,9,1,Junior,08-05-2015 00:00,,98984.34,TRUE
10129,EMP-10129,Barbara,Hill,ashley.howard@company.com,14,2,Senior,09-05-2015 00:00,,77760.77,TRUE
10130,EMP-10130,Kimberly,Adams,linda.long@company.com,4,1,Senior,10-05-2015 00:00,,73726.36,TRUE
10131,EMP-10131,Steven,Edwards,gregory.ruiz@company.com,9,2,Senior,11-05-2015 00:00,,31454.97,TRUE
10132,EMP-10132,Melissa,Lopez,anna.hall@company.com,13,1,Junior,12-05-2015 00:00,,59900.94,TRUE
10133,EMP-10133,Daniel,Williams,christine.collins@company.com,18,2,Manager,13-05-2015 00:00,,116256.99,TRUE
10134,EMP-10134,Kathleen,Moore,patricia.gutierrez@company.com,15,2,Junior,14-05-2015 00:00,,102435.85,TRUE
10135,EMP-10135,Debra,Flores,mark.lewis@company.com,10,2,Senior,15-05-2015 00:00,,139970.66,TRUE
10136,EMP-10136,Andrew,Lee,ruth.ross@company.com,16,2,Manager,16-05-2015 00:00,,36002.67,TRUE
10137,EMP-10137,Jerry,Anderson,margaret.kim@company.com,12,1,Junior,17-05-2015 00:00,,48633.19,TRUE
10138,EMP-10138,Carol,Long,brandon.gray@company.com,20,1,Director,18-05-2015 00:00,,124709.25,TRUE
10139,EMP-10139,Christine,Foster,carol.hughes@company.com,5,2,Manager,19-05-2015 00:00,,73020.92,TRUE
10140,EMP-10140,Patrick,Sanchez,patricia.hughes@company.com,2,2,Senior,20-05-2015 00:00,,44201.44,TRUE
10141,EMP-10141,Paul,Davis,william.jones@company.com,10,2,Senior,21-05-2015 00:00,,149574.06,TRUE
10142,EMP-10142,Nicholas,Jimenez,sharon.myers@company.com,1,2,Junior,22-05-2015 00:00,,124470.04,TRUE
10143,EMP-10143,Jerry,Sanders,katherine.roberts@company.com,7,1,Manager,23-05-2015 00:00,,79048.92,TRUE
10144,EMP-10144,George,Gray,justin.anderson@company.com,17,2,Junior,24-05-2015 00:00,,128801.7,TRUE
10145,EMP-10145,Nicole,Adams,ashley.ramirez@company.com,16,2,Manager,25-05-2015 00:00,,111672.46,TRUE
10146,EMP-10146,John,Baker,nancy.taylor@company.com,3,2,Manager,26-05-2015 00:00,,124796.97,TRUE
10147,EMP-10147,James,Wilson,ryan.hughes@company.com,14,2,Junior,27-05-2015 00:00,,127824.77,TRUE
10148,EMP-10148,Robert,Cox,stephen.cruz@company.com,10,2,Director,28-05-2015 00:00,,40167.44,TRUE
10149,EMP-10149,Rachel,Johnson,betty.harris@company.com,7,2,Junior,29-05-2015 00:00,,104756.75,TRUE
10150,EMP-10150,Susan,Torres,elizabeth.hall@company.com,17,2,Director,30-05-2015 00:00,,30814.27,TRUE
10151,EMP-10151,Anthony,Morgan,samuel.hernandez@company.com,6,1,Junior,31-05-2015 00:00,,35214.75,TRUE
10152,EMP-10152,William,Nguyen,scott.evans@company.com,4,2,Senior,01-06-2015 00:00,,138477.6,TRUE
10153,EMP-10153,Brandon,Green,anna.ortiz@company.com,17,2,Junior,02-06-2015 00:00,,93307.65,TRUE
10154,EMP-10154,Joseph,Morris,jack.ramirez@company.com,9,2,Manager,03-06-2015 00:00,,118308.24,TRUE
10155,EMP-10155,Rachel,Reyes,justin.cook@company.com,4,1,Senior,04-06-2015 00:00,,130620.12,TRUE
10156,EMP-10156,Dorothy,Wilson,edward.campbell@company.com,7,1,Junior,05-06-2015 00:00,,143950.41,TRUE
10157,EMP-10157,Scott,Ruiz,stephanie.mendoza@company.com,2,1,Senior,06-06-2015 00:00,,134322.34,TRUE
10158,EMP-10158,Ronald,Wood,rebecca.reyes@company.com,17,2,Senior,07-06-2015 00:00,,87997.37,TRUE
10159,EMP-10159,Gary,Johnson,jeffrey.campbell@company.com,8,2,Manager,08-06-2015 00:00,,70316.44,TRUE
10160,EMP-10160,Janet,Cooper,donald.rivera@company.com,15,2,Director,09-06-2015 00:00,,48539.19,TRUE
10161,EMP-10161,Stephanie,Taylor,betty.jones@company.com,15,1,Senior,10-06-2015 00:00,,78038.58,TRUE
10162,EMP-10162,Janet,Ruiz,katherine.phillips@company.com,8,2,Junior,11-06-2015 00:00,,73979.23,TRUE
10163,EMP-10163,Patricia,Ramirez,justin.turner@company.com,16,1,Junior,12-06-2015 00:00,,97148.98,TRUE
10164,EMP-10164,Carolyn,Rogers,steven.roberts@company.com,19,1,Senior,13-06-2015 00:00,,109861.13,TRUE
10165,EMP-10165,Daniel,Wright,donna.clark@company.com,11,1,Senior,14-06-2015 00:00,,147399.06,TRUE
10166,EMP-10166,Joseph,Jones,ruth.anderson@company.com,2,1,Senior,15-06-2015 00:00,,117406.34,TRUE
10167,EMP-10167,Kevin,Cook,janet.stewart@company.com,17,1,Junior,16-06-2015 00:00,,107249.82,TRUE
10168,EMP-10168,Mark,Flores,christopher.rivera@company.com,16,2,Senior,17-06-2015 00:00,,70211.09,TRUE
10169,EMP-10169,Emily,Ramos,jonathan.garcia@company.com,15,2,VP,18-06-2015 00:00,,34140.47,TRUE
10170,EMP-10170,Richard,Parker,donna.morris@company.com,13,1,Junior,19-06-2015 00:00,,64575.02,TRUE
10171,EMP-10171,Ashley,Scott,christine.morris@company.com,15,2,Senior,20-06-2015 00:00,,122213.75,TRUE
10172,EMP-10172,Stephen,Hall,samantha.cox@company.com,4,2,Manager,21-06-2015 00:00,,54632.63,TRUE
10173,EMP-10173,Ryan,Thompson,brenda.rivera@company.com,16,1,Manager,22-06-2015 00:00,,115462.58,TRUE
10174,EMP-10174,Christine,Campbell,richard.patel@company.com,12,1,Senior,23-06-2015 00:00,,99573.58,TRUE
10175,EMP-10175,Margaret,Walker,carolyn.williams@company.com,4,2,Senior,24-06-2015 00:00,,50622.82,TRUE
10176,EMP-10176,Shirley,Hernandez,carolyn.garcia@company.com,3,2,Director,25-06-2015 00:00,,61394.98,TRUE
10177,EMP-10177,Dorothy,Martinez,frank.davis@company.com,17,2,Junior,26-06-2015 00:00,,89556.43,TRUE
10178,EMP-10178,Brian,Gutierrez,carol.allen@company.com,18,2,Senior,27-06-2015 00:00,,80204.96,TRUE
10179,EMP-10179,Kathleen,Wilson,benjamin.howard@company.com,18,1,Junior,28-06-2015 00:00,,123427.66,TRUE
10180,EMP-10180,Jeffrey,Richardson,scott.roberts@company.com,17,2,Senior,29-06-2015 00:00,,118128.56,TRUE
10181,EMP-10181,Jennifer,Kelly,david.patel@company.com,12,1,Senior,30-06-2015 00:00,,98948.94,TRUE
10182,EMP-10182,Margaret,Castillo,margaret.cooper@company.com,4,1,Manager,01-07-2015 00:00,,128672.97,TRUE
10183,EMP-10183,Margaret,Martinez,kenneth.thomas@company.com,12,2,Junior,02-07-2015 00:00,,97520.34,TRUE
10184,EMP-10184,Carol,Ramos,angela.foster@company.com,20,2,Senior,03-07-2015 00:00,,145726.71,TRUE
10185,EMP-10185,Katherine,Sanders,melissa.parker@company.com,15,2,Senior,04-07-2015 00:00,,56066.89,TRUE
10186,EMP-10186,Sandra,Smith,amy.collins@company.com,16,1,Senior,05-07-2015 00:00,,115695.84,TRUE
10187,EMP-10187,Kathleen,Jones,rachel.morris@company.com,5,1,Manager,06-07-2015 00:00,,74393.3,TRUE
10188,EMP-10188,Justin,Martin,pamela.hernandez@company.com,15,1,Senior,07-07-2015 00:00,,63475.94,TRUE
10189,EMP-10189,Catherine,Davis,alexander.moore@company.com,17,1,Director,08-07-2015 00:00,,51646.5,TRUE
10190,EMP-10190,Alexander,Nelson,charles.gray@company.com,18,2,Senior,09-07-2015 00:00,,96300.42,TRUE
10191,EMP-10191,Kathleen,Ramos,jason.brooks@company.com,5,1,Senior,10-07-2015 00:00,,55856.33,TRUE
10192,EMP-10192,Dennis,Smith,betty.garcia@company.com,13,1,Manager,11-07-2015 00:00,,54042.1,TRUE
10193,EMP-10193,James,Cruz,patricia.lewis@company.com,19,2,Junior,12-07-2015 00:00,,148863.83,TRUE
10194,EMP-10194,Anthony,Murphy,ryan.ross@company.com,13,1,Junior,13-07-2015 00:00,,126209.69,TRUE
10195,EMP-10195,Kathleen,Wood,thomas.nelson@company.com,18,1,Manager,14-07-2015 00:00,,119793.22,TRUE
10196,EMP-10196,Scott,Ramirez,emma.rogers@company.com,14,2,Senior,15-07-2015 00:00,,125287.28,TRUE
10197,EMP-10197,John,Torres,kimberly.davis@company.com,4,1,Director,16-07-2015 00:00,,146270.74,TRUE
10198,EMP-10198,Helen,Campbell,richard.davis@company.com,4,1,VP,17-07-2015 00:00,,98793.2,TRUE
10199,EMP-10199,Anna,Ramos,carolyn.myers@company.com,20,1,Senior,18-07-2015 00:00,,56429.27,TRUE
10200,EMP-10200,Anthony,Torres,maria.sanders@company.com,20,1,Senior,19-07-2015 00:00,,133465.16,TRUE
10201,EMP-10201,William,Carter,nicholas.nelson@company.com,19,2,Senior,20-07-2015 00:00,,119127.69,TRUE
10202,EMP-10202,Kathleen,Baker,joshua.watson@company.com,13,1,Senior,21-07-2015 00:00,,79717,TRUE
10203,EMP-10203,Andrew,Parker,ryan.wood@company.com,12,2,Manager,22-07-2015 00:00,,86828.34,TRUE
10204,EMP-10204,Dennis,Ramirez,debra.bennett@company.com,7,1,Manager,23-07-2015 00:00,,79350.29,TRUE
10205,EMP-10205,Ronald,Ward,frank.bennett@company.com,12,2,Senior,24-07-2015 00:00,,141593.06,TRUE
10206,EMP-10206,Carol,Garcia,carol.rodriguez@company.com,4,2,Junior,25-07-2015 00:00,,71223.79,TRUE
10207,EMP-10207,Lisa,Stewart,andrew.kelly@company.com,2,2,Senior,26-07-2015 00:00,,145618.11,TRUE
10208,EMP-10208,Brandon,Martin,emily.alvarez@company.com,2,1,Junior,27-07-2015 00:00,,139232.61,TRUE
10209,EMP-10209,Ryan,Cox,margaret.adams@company.com,5,1,Manager,28-07-2015 00:00,,105662.54,TRUE
10210,EMP-10210,Ashley,Johnson,kevin.james@company.com,10,1,Junior,29-07-2015 00:00,,99578.61,TRUE
10211,EMP-10211,Janet,Reed,debra.adams@company.com,10,2,Manager,30-07-2015 00:00,,74410.71,TRUE
10212,EMP-10212,Debra,Torres,shirley.diaz@company.com,9,1,Manager,31-07-2015 00:00,,32200.61,TRUE
10213,EMP-10213,Stephanie,Martin,anna.mitchell@company.com,13,1,Manager,01-08-2015 00:00,,45314.78,TRUE
10214,EMP-10214,Kathleen,Sanchez,patrick.perez@company.com,7,1,Senior,02-08-2015 00:00,,120507.76,TRUE
10215,EMP-10215,Laura,Lewis,anthony.castillo@company.com,5,1,Manager,03-08-2015 00:00,,86584.82,TRUE
10216,EMP-10216,Stephanie,Smith,eric.gonzalez@company.com,10,2,Senior,04-08-2015 00:00,,47980.58,TRUE
10217,EMP-10217,Barbara,Wright,brian.martinez@company.com,10,2,Manager,05-08-2015 00:00,,61675.3,TRUE
10218,EMP-10218,Joshua,Cooper,maria.rodriguez@company.com,6,1,Senior,06-08-2015 00:00,,143740.43,TRUE
10219,EMP-10219,Mary,Collins,rebecca.clark@company.com,19,1,Senior,07-08-2015 00:00,,74055.94,TRUE
10220,EMP-10220,John,Morgan,kimberly.smith@company.com,8,1,Senior,08-08-2015 00:00,,138921.83,TRUE
10221,EMP-10221,Sharon,Allen,ashley.ruiz@company.com,1,2,Junior,09-08-2015 00:00,,66556.3,TRUE
10222,EMP-10222,Benjamin,Gomez,frank.peterson@company.com,17,1,Senior,10-08-2015 00:00,,95186.41,TRUE
10223,EMP-10223,Ryan,Cox,eric.wood@company.com,7,2,VP,11-08-2015 00:00,,32457.25,TRUE
10224,EMP-10224,Mary,Lopez,karen.sanders@company.com,14,2,Junior,12-08-2015 00:00,,92625.01,TRUE
10225,EMP-10225,Mary,Martin,paul.foster@company.com,17,1,Senior,13-08-2015 00:00,,106433.04,TRUE
10226,EMP-10226,Catherine,Evans,patrick.hughes@company.com,9,1,Senior,14-08-2015 00:00,,58116.61,TRUE
10227,EMP-10227,Rebecca,Mendoza,nicole.taylor@company.com,17,1,Senior,15-08-2015 00:00,,99472.46,TRUE
10228,EMP-10228,Gregory,Nelson,sarah.hall@company.com,5,2,Junior,16-08-2015 00:00,,107660.13,TRUE
10229,EMP-10229,Janet,Ross,frank.wood@company.com,20,2,Senior,17-08-2015 00:00,,112426.33,TRUE
10230,EMP-10230,Dennis,Ruiz,timothy.price@company.com,8,1,Junior,18-08-2015 00:00,,123168.4,TRUE
